variable,filename,skewness,kurtosis
V2631,isolet5,0.116054694,2.029125111
V2641,isolet5,0.379102814,2.280166353
V2651,isolet5,0.531562407,2.532692754
V2661,isolet5,0.604103958,2.773991374
V2671,isolet5,0.588473558,2.921707081
V2681,isolet5,0.39802617,2.669132046
V2691,isolet5,0.252105872,2.475837513
V2701,isolet5,0.173875261,2.304011302
V2712,isolet5,-0.034737391,2.161652161
V2721,isolet5,-0.300376638,2.31455015
V2731,isolet5,-0.535807365,2.569777112
V2741,isolet5,-0.764709581,3.094624771
V2751,isolet5,-0.952790469,3.51856432
V2761,isolet5,-1.063922921,3.879985511
V2771,isolet5,-1.030934458,3.737480289
V2781,isolet5,-0.889374487,3.293068181
V2791,isolet5,-0.818106642,3.035830729
V2801,isolet5,-0.70062755,2.879424098
V2811,isolet5,-0.663255522,2.910891021
V2821,isolet5,-0.612407727,2.842787014
V2831,isolet5,-0.66172296,3.005650111
V2841,isolet5,-0.673949285,3.137893025
V285,isolet5,-0.617280042,3.070207088
V286,isolet5,-0.581639413,3.001604517
V287,isolet5,-0.476838026,2.682977158
V288,isolet5,-0.418923202,2.498035602
V289,isolet5,0.479403019,3.203524435
V290,isolet5,0.070323624,2.572455481
V2911,isolet5,-0.181729265,2.593034621
V2921,isolet5,-0.070645898,2.368492326
V293,isolet5,-0.321772949,2.163908169
V294,isolet5,-0.024172831,1.656490139
V295,isolet5,0.195790222,1.693735454
V296,isolet5,0.352354211,1.87214593
V297,isolet5,0.426649314,1.939994816
V298,isolet5,0.453472818,1.988853645
V299,isolet5,0.481700643,2.072317739
V300,isolet5,0.487421669,2.090811732
V3011,isolet5,0.458265575,2.050176577
V3021,isolet5,0.405998318,2.019834218
V303,isolet5,0.280763217,2.020604976
V304,isolet5,0.148263404,2.013292509
V305,isolet5,-0.038618372,2.031170265
V306,isolet5,-0.315251435,2.168031087
V307,isolet5,-0.433733801,2.380682202
V308,isolet5,-0.556725409,2.569442765
V309,isolet5,-0.672258494,2.726585573
V3101,isolet5,-0.638849079,2.615169766
V3111,isolet5,-0.572626949,2.438417341
V3121,isolet5,-0.505793929,2.433047971
V3131,isolet5,-0.487775111,2.442135886
V3141,isolet5,-0.516851318,2.544753199
V315,isolet5,-0.430548655,2.466798756
V316,isolet5,-0.408587386,2.500559771
V317,isolet5,-0.410667326,2.648287828
V318,isolet5,-0.416482647,2.742717638
V319,isolet5,-0.418154775,2.657560483
V320,isolet5,-0.369756942,2.455068768
V3211,isolet5,11.78207555,172.0790533
V3221,isolet5,9.710548999,115.30471
V323,isolet5,7.497614322,66.64126679
V324,isolet5,6.787342064,53.72591085
V325,isolet5,6.81548971,53.22313666
V326,isolet5,6.954377096,56.71759868
V327,isolet5,6.581044787,53.45950076
V328,isolet5,6.665475051,57.69081765
V329,isolet5,5.35517563,47.00088489
V330,isolet5,3.595448717,24.66787711
V3311,isolet5,1.110461191,4.89921572
V3321,isolet5,-0.817921507,3.559804906
V333,isolet5,-1.315842888,4.722330005
V334,isolet5,-1.346658542,4.974552223
V335,isolet5,-1.085422214,4.103286028
V336,isolet5,-0.722871308,2.868565567
V337,isolet5,-0.427798174,2.530951997
V338,isolet5,-0.110456671,2.107831122
V339,isolet5,0.148537537,2.088431427
V340,isolet5,0.474872852,2.403062588
V3411,isolet5,0.802300569,3.028686988
V3421,isolet5,0.964553239,3.668812685
V343,isolet5,1.353748541,6.37647899
V344,isolet5,3.619490333,27.47480165
V345,isolet5,4.770799234,37.7489374
V346,isolet5,6.683057526,70.93564495
V347,isolet5,8.313045072,96.72229471
V348,isolet5,8.561378688,101.4391123
V349,isolet5,9.162485172,109.6235305
V350,isolet5,9.705102601,124.9340679
V3511,isolet5,9.438381532,117.8870022
V3521,isolet5,11.04427859,156.3499089
V353,isolet5,12.25197395,203.6477211
V354,isolet5,9.472216711,110.1957967
V355,isolet5,7.98460002,79.13323899
V356,isolet5,5.739702115,40.92550237
V357,isolet5,4.766579896,27.5767862
V358,isolet5,4.089978849,20.78124426
V359,isolet5,3.548555568,16.29493517
V360,isolet5,2.796997217,10.87305006
V3611,isolet5,2.327684003,8.074164766
V3621,isolet5,2.170187964,7.379647263
V363,isolet5,2.08801195,7.386390359
V364,isolet5,1.590801702,6.067227363
V365,isolet5,-0.458440618,2.614937986
V366,isolet5,-1.026573997,3.506337149
V367,isolet5,-1.079149475,3.89086897
V368,isolet5,-1.050859602,3.900105865
V369,isolet5,-0.689157279,2.840938273
V370,isolet5,-0.413053951,2.356439855
V3711,isolet5,-0.072803718,2.080653528
V372,isolet5,0.312623256,2.246030368
V373,isolet5,0.739040199,2.910152323
V374,isolet5,1.234833928,4.447888062
V375,isolet5,1.762171112,7.639285516
V376,isolet5,2.839490403,16.55160094
V377,isolet5,5.795685963,57.67318743
V378,isolet5,5.605141305,50.49776353
V379,isolet5,5.680373595,48.18529425
V380,isolet5,6.008695202,50.54958815
V3811,isolet5,6.076589362,49.48614625
V382,isolet5,5.356755036,38.42351682
V383,isolet5,5.146921213,34.08044256
V384,isolet5,5.067107436,32.79221329
V385,isolet5,5.028082629,32.68945849
V386,isolet5,4.975434895,33.31063699
V387,isolet5,5.448842186,33.01848588
V388,isolet5,4.499836679,22.81285491
V389,isolet5,3.933845573,17.71194511
V390,isolet5,3.436908376,13.81608457
V3911,isolet5,2.844522032,9.818275905
V392,isolet5,2.220647757,6.509404491
V393,isolet5,1.641162453,4.153135535
V394,isolet5,1.163973321,2.728099521
V395,isolet5,0.976181324,2.321335738
V396,isolet5,0.832764799,2.259638169
V397,isolet5,0.831229311,2.92493725
V398,isolet5,1.01732538,5.692926366
V399,isolet5,0.813879714,3.657968385
V400,isolet5,0.908550181,4.174366519
V4011,isolet5,1.020986857,4.571280229
V402,isolet5,1.073609513,4.776287138
V403,isolet5,1.122985106,4.982980736
V404,isolet5,1.20002567,5.228908637
V405,isolet5,1.184679391,4.710540799
V406,isolet5,1.14239846,4.412221487
V407,isolet5,1.041536452,4.0858666
V408,isolet5,0.992890066,3.780743436
V409,isolet5,2.094158009,11.65745355
V4101,isolet5,1.960087732,8.451884319
V4111,isolet5,2.110108777,7.792697116
V4121,isolet5,2.272137397,8.096766153
V4131,isolet5,2.301264321,7.741523928
V4141,isolet5,2.209324452,6.85471625
V415,isolet5,2.123447054,6.274432809
V416,isolet5,2.085237863,5.902971508
V417,isolet5,2.075282296,5.771561847
V418,isolet5,2.066172067,5.700538781
V419,isolet5,2.112231741,5.889817711
V420,isolet5,3.725463827,15.62574456
V4211,isolet5,3.454597838,13.68155931
V4221,isolet5,3.184449123,11.96215004
V423,isolet5,2.885883948,10.2291214
V424,isolet5,2.277847147,6.700649954
V425,isolet5,1.617120084,3.908359026
V426,isolet5,1.300547642,2.93248126
V427,isolet5,1.119467946,2.641404845
V428,isolet5,0.75952452,1.994474576
V429,isolet5,-0.60188239,1.761817169
V430,isolet5,-2.221380569,6.964155921
V4311,isolet5,-2.063050801,6.074919319
V432,isolet5,0.83668009,2.426635619
V433,isolet5,2.221964919,7.960669656
V434,isolet5,2.67498412,10.99679107
V435,isolet5,2.708136662,10.76982446
V436,isolet5,2.240990403,7.76436032
V437,isolet5,2.058255832,7.236793198
V438,isolet5,1.845670652,6.250252924
V439,isolet5,1.222748883,3.507960878
V440,isolet5,0.649336002,2.075731988
V4411,isolet5,0.437619107,1.792842118
V442,isolet5,1.036280239,2.753055363
V443,isolet5,1.789221265,5.423449083
V444,isolet5,2.23814351,7.994003876
V445,isolet5,2.634190282,10.45397774
V446,isolet5,2.730290165,10.12790609
V447,isolet5,2.93098327,10.75670568
V448,isolet5,3.166796616,12.26526036
V449,isolet5,3.774102078,17.15211151
V450,isolet5,4.188990739,21.34685024
V4511,isolet5,4.77162966,27.51390643
V452,isolet5,4.529131315,24.18543127
V453,isolet5,-0.429053996,1.791408124
V454,isolet5,-0.439742329,1.801300752
V455,isolet5,-0.456113207,1.81592933
V456,isolet5,-0.477223783,1.843279044
V457,isolet5,-0.497984492,1.865496655
V458,isolet5,-0.521615939,1.886125156
V459,isolet5,-0.539609604,1.882392938
V460,isolet5,-0.531249942,1.820723306
V4611,isolet5,-0.498316281,1.748811729
V462,isolet5,-0.329345051,1.78621757
V463,isolet5,-0.276915859,2.012196348
V464,isolet5,-0.276246808,2.005105512
V465,isolet5,-0.277740142,1.996539455
V466,isolet5,-0.276216268,1.987103406
V467,isolet5,-0.27199127,1.976613992
V468,isolet5,-0.265204662,1.956710116
V469,isolet5,-0.250427384,1.926212434
V470,isolet5,-0.215427066,1.886059069
V4711,isolet5,-0.119912877,1.830969688
V472,isolet5,0.01320903,1.828873686
V473,isolet5,0.872375364,2.757170885
V474,isolet5,0.098836099,2.755895637
V475,isolet5,1.513246432,5.537994191
V476,isolet5,0.811000415,3.33716878
V477,isolet5,-0.317559996,2.466000159
V478,isolet5,-0.688784811,2.832607544
V479,isolet5,-0.945500234,3.284949486
V480,isolet5,-0.567894278,1.765538039
V4811,isolet5,0.38462263,2.927746018
V482,isolet5,0.283645233,2.771746888
V483,isolet5,-0.056444573,2.322076165
V484,isolet5,0.063568639,2.263391085
V485,isolet5,0.213279458,2.360027417
V486,isolet5,0.085448744,2.510925913
V487,isolet5,-0.138557646,2.368110145
V488,isolet5,-0.280000652,2.314796221
V489,isolet5,-0.593417425,2.71868007
V490,isolet5,-0.742295332,3.079571221
V4911,isolet5,-0.857153842,3.362020622
V492,isolet5,-0.784762308,3.373480885
V493,isolet5,-0.843744898,3.542170583
V494,isolet5,-1.003014014,4.236418195
V495,isolet5,-0.863198357,3.965596275
V496,isolet5,-0.868104301,3.872424544
V497,isolet5,-0.912297945,3.894061251
V498,isolet5,-0.911048782,3.538542636
V499,isolet5,-0.701020075,3.21286046
V500,isolet5,-0.636165292,3.000650096
V5011,isolet5,-0.639673247,2.932792183
V502,isolet5,-0.672257788,3.046096968
V503,isolet5,-0.534850285,2.748511195
V504,isolet5,-0.509676992,2.667755561
V505,isolet5,-0.400250633,2.570529837
V506,isolet5,-0.343383276,2.561229955
V507,isolet5,-0.316752855,2.53622631
V508,isolet5,-0.240985488,2.531172155
V509,isolet5,-0.166156415,2.638713705
V5101,isolet5,0.014478967,2.682906931
V5111,isolet5,0.162453151,2.74463939
V5121,isolet5,0.446649739,2.852086279
V5131,isolet5,0.317207266,2.674291303
V5141,isolet5,0.199938092,2.48842763
V515,isolet5,-0.143897105,2.077018871
V516,isolet5,0.051029184,2.021550421
V517,isolet5,0.296847823,2.314868884
V518,isolet5,0.339258693,2.453804805
V519,isolet5,0.067725298,2.243183454
V520,isolet5,-0.164390854,2.212647294
V5211,isolet5,-0.419412943,2.480193721
V5221,isolet5,-0.694780492,2.964730045
V523,isolet5,-0.785868711,3.235934652
V524,isolet5,-0.652601543,3.153916985
V525,isolet5,-0.723810982,3.293605061
V526,isolet5,-0.817850007,3.503292292
V527,isolet5,-0.689006642,3.237220173
V528,isolet5,-0.669806671,3.440759431
V529,isolet5,-0.794489625,3.497123038
V530,isolet5,-0.838532226,3.242810096
V5311,isolet5,-0.581484443,2.832615262
V532,isolet5,-0.588118092,2.773113686
V533,isolet5,-0.62010884,2.72203746
V534,isolet5,-0.615448377,2.666227935
V535,isolet5,-0.521663321,2.552696263
V536,isolet5,-0.487014165,2.464082499
V537,isolet5,-0.455951763,2.418556208
V538,isolet5,-0.442524696,2.391167716
V539,isolet5,-0.44754032,2.546735002
V540,isolet5,-0.427923605,2.557748281
V5411,isolet5,-0.318071336,2.566981063
V542,isolet5,-0.192900832,2.493790041
V543,isolet5,-0.059457392,2.485119948
V544,isolet5,0.263708117,2.454024507
V545,isolet5,-0.032043345,2.635545458
V546,isolet5,-0.165512428,2.429891504
V547,isolet5,-0.222728918,1.995418575
V548,isolet5,0.049851698,1.970534516
V549,isolet5,0.402219103,2.427408881
V550,isolet5,0.408489607,2.599237387
V5511,isolet5,0.110171713,2.395017355
V552,isolet5,-0.160314355,2.16900284
V553,isolet5,-0.378295855,2.271383998
V554,isolet5,-0.631769497,2.629919646
V555,isolet5,-0.773086053,2.948297958
V556,isolet5,-0.649924158,2.798532733
V557,isolet5,-0.57699088,2.726573068
V558,isolet5,-0.685008082,3.153238326
V559,isolet5,-0.621406689,3.112540316
V560,isolet5,-0.471371056,2.924513034
V5611,isolet5,-0.658609164,3.200375143
V562,isolet5,-0.73401928,3.268078143
V563,isolet5,-0.505361776,2.802956603
V564,isolet5,-0.470357498,2.617669911
V565,isolet5,-0.442281185,2.53785802
V566,isolet5,-0.486976506,2.512820396
V567,isolet5,-0.342352658,2.32796956
V568,isolet5,-0.243715698,2.26340156
V569,isolet5,-0.22736339,2.21630303
V570,isolet5,-0.186810542,2.255787587
V5711,isolet5,-0.235511915,2.392251484
V572,isolet5,-0.143871189,2.389826535
V573,isolet5,-0.015827381,2.510613441
V574,isolet5,0.101521897,2.60321127
V575,isolet5,0.159190219,2.664703608
V576,isolet5,0.339664146,2.524639573
V577,isolet5,0.334859972,1.646987673
V578,isolet5,1.435372505,3.060294228
V579,isolet5,2.156189309,5.649152337
V580,isolet5,-0.666668038,1.444446273
V5811,isolet5,3.034118335,11.64364413
V582,isolet5,3.584814992,14.82113584
V583,isolet5,2.320517462,8.133486758
V584,isolet5,1.124176521,3.274466906
V585,isolet5,2.477171839,7.136380318
V586,isolet5,0.448414734,3.176771699
V587,isolet5,0.030257042,2.770451779
V588,isolet5,-0.002908973,2.715353492
V589,isolet5,-0.023307765,2.560655202
V590,isolet5,0.168225167,2.566063713
V591,isolet5,0.34650588,2.688245477
V592,isolet5,0.211070698,2.372914535
V593,isolet5,0.072570492,2.254358587
V594,isolet5,-0.180130795,2.364254135
V595,isolet5,-0.394065361,2.389835148
V596,isolet5,-0.436687953,2.407247522
V597,isolet5,-0.198902722,2.286651103
V598,isolet5,-0.290381836,2.360528903
V599,isolet5,-0.288042581,2.591563699
V600,isolet5,-0.117584452,2.523783599
V601,isolet5,-0.237329608,2.619438587
V602,isolet5,-0.262020703,2.623399463
V603,isolet5,-0.354418636,2.669454456
V604,isolet5,-0.14177493,2.483934397
V605,isolet5,-0.070158778,2.455280801
V606,isolet5,-0.204890513,2.442112302
V607,isolet5,-0.142285283,2.51912629
V608,isolet5,-0.097596287,2.452382272
V609,isolet5,-0.08506971,2.569551405
V6101,isolet5,0.018341594,2.483164686
V6111,isolet5,0.045611147,2.422245683
V6121,isolet5,0.022122814,2.432580701
V613,isolet5,0.128749826,2.420419636
V614,isolet5,0.144546091,2.572305446
V615,isolet5,0.25514447,2.683239722
V616,isolet5,0.381888205,2.934467741
V617,isolet5,0.698822642,3.11914593
V618,isolet5,-0.000128057,1.795303112
V1103,iris,0.311753059,2.426432051
V2103,iris,0.330702813,3.241443299
V3102,iris,-0.27171195,1.604640698
V4102,iris,-0.103943666,1.664754356
